일자,중식계,석식계
2021-01-27,919.5459760299775,385.8699056315626
2021-01-28,817.8924713076748,417.0401334072978
2021-01-29,569.6287680152772,308.68906373577425
2021-02-01,1204.520613050568,565.1401578734444
2021-02-02,973.0557656053576,528.5806479346629
2021-02-03,963.7049351364034,480.06810836403594
2021-02-04,895.84800844507,504.8499671170469
2021-02-05,680.4050298616968,435.9391282245714
2021-02-08,1245.3974136470092,571.7954631349288
2021-02-09,995.7674568781224,524.9342536640747
2021-02-10,725.624161390998,341.8876057531443
2021-02-15,1169.133973928537,559.7102578601308
2021-02-16,980.0012504704458,553.0923651253746
2021-02-17,960.1274439818487,462.5475768918192
2021-02-18,847.1313090772977,467.7680315219534
2021-02-19,653.8495298164075,379.7353223617138
2021-02-22,1181.0873456406239,596.3786826937535
2021-02-23,972.3392328057004,564.1121783511201
2021-02-24,906.1792235568563,456.55005212413874
2021-02-25,851.3403654571749,523.1987424311736
2021-02-26,663.404405398343,403.3008075676281
2021-03-02,1045.0580847000426,590.8797701572579
2021-03-03,903.3699141490378,435.22401523101416
2021-03-04,829.5298804529081,543.6747383821104
2021-03-05,610.9595277104119,417.9346864962561
2021-03-08,1198.112374362624,609.9048284383018
2021-03-09,965.1504116530502,587.9973299656135
2021-03-10,915.5165651760175,416.5182588285854
2021-03-11,858.9345078197192,517.6146315757298
2021-03-12,672.968998334993,378.54581126695103
2021-03-15,1169.5783529137711,603.9426280536804
2021-03-16,960.8060323167028,549.022933576053
2021-03-17,910.4544948554789,423.4952800872672
2021-03-18,838.3950637598612,475.9465412457486
2021-03-19,576.5857767594918,351.7580918139319
2021-03-22,1178.7730886470897,574.02723948695
2021-03-23,923.5034790804177,528.2782320062909
2021-03-24,863.0146321316096,408.4042892105155
2021-03-25,791.7770606440741,489.17380400590145
2021-03-26,571.8750968457423,341.87439599312034
2021-03-29,1148.1426172123693,565.7749102181242
2021-03-30,923.2134752702271,505.1672727240938
2021-03-31,868.3493447081905,419.8402526522323
2021-04-01,761.1785109059053,452.3935304214689
2021-04-02,573.9568792079328,338.75279418213313
2021-04-05,1159.9889924506372,526.912237610743
2021-04-06,949.8689413010796,488.4054883449362
2021-04-07,877.046950086338,409.17893897560566
2021-04-08,823.2420688491899,448.3309679670269
2021-04-09,604.0440982427502,344.0204196116211
