일자,중식계,석식계
2021-01-27,905.7997576819433,356.5866220173392
2021-01-28,747.0635764281494,347.87613561199817
2021-01-29,449.2711259641262,244.7736552680287
2021-02-01,1237.103159825466,582.2209551421512
2021-02-02,1011.7073956160605,560.1945634047692
2021-02-03,1051.6042968526826,534.5778257837999
2021-02-04,963.6789978485357,567.7483407977472
2021-02-05,695.2790289603449,469.5010385859191
2021-02-08,1232.8753938186471,608.6853662481508
2021-02-09,964.5448875936231,551.8135940902413
2021-02-10,668.70803504162,332.8559110747286
2021-02-15,1233.5714028182697,598.0004892434931
2021-02-16,1086.341293108103,601.5831487074461
2021-02-17,1100.603041912878,505.19531736648867
2021-02-18,937.4365608698756,530.4003195264314
2021-02-19,695.3638454263561,434.20797727517277
2021-02-22,1207.8958154891811,643.1405431014298
2021-02-23,1069.114543663999,649.7301329734306
2021-02-24,978.3905973942316,513.0630799846032
2021-02-25,862.523008627083,566.7588955142083
2021-02-26,574.3373793165106,399.146879430434
2021-03-02,1053.0223783902418,612.7851563865006
2021-03-03,962.8698611488498,483.2365077274009
2021-03-04,830.5371458391636,585.648399130254
2021-03-05,601.804604471779,422.6545593838438
2021-03-08,1189.1056515341359,636.0676595932799
2021-03-09,1031.9994557297334,651.5426401335972
2021-03-10,974.2115688264757,474.6963652305008
2021-03-11,847.5055839297328,527.1211386256658
2021-03-12,646.7900709260707,385.9924936681707
2021-03-15,1172.9293984423493,608.0097790943971
2021-03-16,903.2670551261324,511.35547444606937
2021-03-17,899.9889723023435,425.56067757620417
2021-03-18,768.4637477927314,446.43996397703376
2021-03-19,495.422924443789,335.40903527597584
2021-03-22,1113.5531545016981,534.4185820211351
2021-03-23,854.0003345717728,509.4723352500477
2021-03-24,827.4934170175025,416.9631575427559
2021-03-25,689.3938404928955,425.95436902205444
2021-03-26,424.70345029980155,310.28641605574165
2021-03-29,1092.9467141343678,528.453700866575
2021-03-30,924.7658718100535,528.6973366052142
2021-03-31,879.1779947247508,434.52056422990825
2021-04-01,742.8324260842896,446.3942215929357
2021-04-02,483.9933095028455,335.5022403166053
2021-04-05,1124.3090481332147,528.0928915519759
2021-04-06,961.8310399653311,543.3923003440361
2021-04-07,918.5836500348972,429.9538959330758
2021-04-08,813.9848410393442,461.25052708965234
2021-04-09,525.9251136025264,364.7718921024796
